Input	Match type	Approved symbol	Approved name	HGNC ID	Location
GPR125	Previous symbol	ADGRA3	adhesion G protein-coupled receptor A3	HGNC:13839	4p15.31
GPR126	Previous symbol	ADGRG6	adhesion G protein-coupled receptor G6	HGNC:13841	6q24.2
GPR128	Previous symbol	ADGRG7	adhesion G protein-coupled receptor G7	HGNC:19241	3q12.3
GPR133	Previous symbol	ADGRD1	adhesion G protein-coupled receptor D1	HGNC:19893	12q24.33
GPR144	Previous symbol	ADGRD2	adhesion G protein-coupled receptor D2	HGNC:18651	9q34.11
GPR172A	Previous symbol	SLC52A2	solute carrier family 52 member 2	HGNC:30224	8q24.3
GPR172B	Previous symbol	SLC52A1	solute carrier family 52 member 1	HGNC:30225	17p13.3
GPR44	Previous symbol	PTGDR2	prostaglandin D2 receptor 2	HGNC:4502	11q12.2
GPR56	Previous symbol	ADGRG1	adhesion G protein-coupled receptor G1	HGNC:4512	16q21
GPR64	Previous symbol	ADGRG2	adhesion G protein-coupled receptor G2	HGNC:4516	Xp22.13
GPR77	Previous symbol	C5AR2	complement component 5a receptor 2	HGNC:4527	19q13.33
GPR81	Previous symbol	HCAR1	hydroxycarboxylic acid receptor 1	HGNC:4532	12q24.31
GPR89C	Previous symbol	GPR89B	G protein-coupled receptor 89B	HGNC:13840	1q21.1
GPR97	Previous symbol	ADGRG3	adhesion G protein-coupled receptor G3	HGNC:13728	16q13
GPR98	Previous symbol	ADGRV1	adhesion G protein-coupled receptor V1	HGNC:17416	5q13
GRIK2	Previous symbol	GRIK5	glutamate ionotropic receptor kainate type subunit 5	HGNC:4583	19q13.2
GRINL1A	Previous symbol	POLR2M	polymerase (RNA) II subunit M	HGNC:14862	15q21.3
GRLF1	Previous symbol	ARHGAP35	Rho GTPase activating protein 35	HGNC:4591	19q13.32
GRRP1	Previous symbol	FAM110D	family with sequence similarity 110 member D	HGNC:25860	1p36.11
GSS	Previous symbol	PRNP	prion protein	HGNC:9449	20p13
GTF2H2D	Previous symbol	GTF2H2C_2	GTF2H2 family member C, copy 2	HGNC:35418	5q13.2 alternate reference locus
GTPBP5	Previous symbol	MTG2	mitochondrial ribosome associated GTPase 2	HGNC:16239	20q13.33
HARS2	Previous symbol	DTD1	D-tyrosyl-tRNA deacylase 1	HGNC:16219	20p11.23
HBXIP	Previous symbol	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	HGNC:17955	1p12
HDHD1A	Previous symbol	PUDP	pseudouridine 5'-phosphatase	HGNC:16818	Xp22.32
HEATR2	Previous symbol	DNAAF5	dynein (axonemal) assembly factor 5	HGNC:26013	7p22.3
HEATR7A	Previous symbol	MROH1	maestro heat like repeat family member 1	HGNC:26958	8q24.3
HEATR7B2	Previous symbol	MROH2B	maestro heat like repeat family member 2B	HGNC:26857	5p13.1
HIAT1	Previous symbol	MFSD14A	major facilitator superfamily domain containing 14A	HGNC:23363	1p21.3
HIATL1	Previous symbol	MFSD14B	major facilitator superfamily domain containing 14B	HGNC:23376	9q22.32
HNRPDL	Previous symbol	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	HGNC:5037	4q21.22
HNRPLL	Previous symbol	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like	HGNC:25127	2p22
HRSP12	Previous symbol	RIDA	reactive intermediate imine deaminase A homolog	HGNC:16897	8q22
HS3ST5	Previous symbol	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6	HGNC:14178	16p13.3
HTT	Previous symbol	SLC6A4	solute carrier family 6 member 4	HGNC:11050	17q11.2
IFLTD1	Previous symbol	LMNTD1	lamin tail domain containing 1	HGNC:26683	12p12.1
IGJ	Previous symbol	JCHAIN	joining chain of multimeric IgA and IgM	HGNC:5713	4q21
IL1F5	Previous symbol	IL36RN	interleukin 36 receptor antagonist	HGNC:15561	2q14
IL1F6	Previous symbol	IL36A	interleukin 36, alpha	HGNC:15562	2q12-q14.1
IL1F7	Previous symbol	IL37	interleukin 37	HGNC:15563	2q12-q14.1
IL1F8	Previous symbol	IL36B	interleukin 36, beta	HGNC:15564	2q14
IL1F9	Previous symbol	IL36G	interleukin 36, gamma	HGNC:15741	2q12-q21
IL27	Previous symbol	MYDGF	myeloid-derived growth factor	HGNC:16948	19p13.3
IL28A	Previous symbol	IFNL2	interferon, lambda 2	HGNC:18364	19q13.13
IL28B	Previous symbol	IFNL3	interferon, lambda 3	HGNC:18365	19q13.13
IL28RA	Previous symbol	IFNLR1	interferon lambda receptor 1	HGNC:18584	1p36.11
IL29	Previous symbol	IFNL1	interferon, lambda 1	HGNC:18363	19q13.13
IL8	Previous symbol	CXCL8	C-X-C motif chemokine ligand 8	HGNC:6025	4q13-q21
INADL	Previous symbol	PATJ	PATJ, crumbs cell polarity complex component	HGNC:28881	1p31
ING2	Previous symbol	INGX	inhibitor of growth family, X-linked (pseudogene)	HGNC:6064	Xq12
INPP5E	Previous symbol	PMPCA	peptidase, mitochondrial processing alpha subunit	HGNC:18667	9q34.3
ITFG3	Previous symbol	FAM234A	family with sequence similarity 234 member A	HGNC:14163	16p13.3
ITGB1BP3	Previous symbol	NMRK2	nicotinamide riboside kinase 2	HGNC:17871	19p13.3
ITIH5L	Previous symbol	ITIH6	inter-alpha-trypsin inhibitor heavy chain family member 6	HGNC:28907	Xp11.22-p11.21
JHDM1D	Previous symbol	KDM7A	lysine demethylase 7A	HGNC:22224	7q34
JMJD5	Previous symbol	KDM8	lysine demethylase 8	HGNC:25840	16p12.1
JUB	Previous symbol	AJUBA	ajuba LIM protein	HGNC:20250	14q11.2
KAL1	Previous symbol	ANOS1	anosmin 1	HGNC:6211	Xp22.32
KBTBD10	Previous symbol	KLHL41	kelch like family member 41	HGNC:16905	2q31.1
KBTBD5	Previous symbol	KLHL40	kelch like family member 40	HGNC:30372	3p21.33
KCNE1L	Previous symbol	KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5	HGNC:6241	Xq22.3
KCNMB2	Previous symbol	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3	HGNC:6287	3q26.3-q27
KDM4DL	Previous symbol	KDM4E	lysine demethylase 4E	HGNC:37098	11q21
KIAA0020	Previous symbol	PUM3	pumilio RNA binding family member 3	HGNC:29676	9p24.2
KIAA0090	Previous symbol	EMC1	ER membrane protein complex subunit 1	HGNC:28957	1p36.13
KIAA0146	Previous symbol	SPIDR	scaffolding protein involved in DNA repair	HGNC:28971	8q11.21
KIAA0174	Previous symbol	IST1	IST1, ESCRT-III associated factor	HGNC:28977	16q22.2
KIAA0182	Previous symbol	GSE1	Gse1 coiled-coil protein	HGNC:28979	16q24.1
KIAA0195	Previous symbol	TMEM94	transmembrane protein 94	HGNC:28983	17q25.1
KIAA0226	Previous symbol	RUBCN	RUN and cysteine rich domain containing beclin 1 interacting protein	HGNC:28991	3q29
KIAA0240	Previous symbol	GLTSCR1L	GLTSCR1 like	HGNC:21111	6p21.1
KIAA0247	Previous symbol	SUSD6	sushi domain containing 6	HGNC:19956	14q24.1
KIAA0284	Previous symbol	CEP170B	centrosomal protein 170B	HGNC:20362	14q32.33
KIAA0317	Previous symbol	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	HGNC:20363	14q24.2
KIAA0406	Previous symbol	TTI1	TELO2 interacting protein 1	HGNC:29029	20q11.23
KIAA0415	Previous symbol	AP5Z1	adaptor related protein complex 5 zeta 1 subunit	HGNC:22197	7p22.1
KIAA0427	Previous symbol	CTIF	CBP80/20-dependent translation initiation factor	HGNC:23925	18q21.1
KIAA0467	Previous symbol	SZT2	seizure threshold 2 homolog (mouse)	HGNC:29040	1p34.2
KIAA0494	Previous symbol	EFCAB14	EF-hand calcium binding domain 14	HGNC:29051	1p33
KIAA0495	Previous symbol	TP73-AS1	TP73 antisense RNA 1	HGNC:29052	1p36.32
KIAA0528	Previous symbol	C2CD5	C2 calcium-dependent domain containing 5	HGNC:29062	12p12.1
KIAA0562	Previous symbol	CEP104	centrosomal protein 104	HGNC:24866	1p36.32
KIAA0564	Previous symbol	VWA8	von Willebrand factor A domain containing 8	HGNC:29071	13q14.11
KIAA0649	Previous symbol	PPP1R26	protein phosphatase 1 regulatory subunit 26	HGNC:29089	9q34.3
KIAA0652	Previous symbol	ATG13	autophagy related 13	HGNC:29091	11p11.2
KIAA0664	Previous symbol	CLUH	clustered mitochondria (cluA/CLU1) homolog	HGNC:29094	17p13.3
KIAA0748	Previous symbol	TESPA1	thymocyte expressed, positive selection associated 1	HGNC:29109	12q13.2
KIAA0776	Previous symbol	UFL1	UFM1 specific ligase 1	HGNC:23039	6q16.3
KIAA0802	Previous symbol	MTCL1	microtubule crosslinking factor 1	HGNC:29121	18p11.22
KIAA0831	Previous symbol	ATG14	autophagy related 14	HGNC:19962	14q22.2
KIAA0892	Previous symbol	MAU2	MAU2 sister chromatid cohesion factor	HGNC:29140	19p13.11
KIAA0913	Previous symbol	ZSWIM8	zinc finger SWIM-type containing 8	HGNC:23528	10q22.3
KIAA0947	Previous symbol	ICE1	interactor of little elongation complex ELL subunit 1	HGNC:29154	5p15.32
KIAA1009	Previous symbol	CEP162	centrosomal protein 162	HGNC:21107	6q14.3
KIAA1012	Previous symbol	TRAPPC8	trafficking protein particle complex 8	HGNC:29169	18q12.1
KIAA1045	Previous symbol	PHF24	PHD finger protein 24	HGNC:29180	9p13.2
KIAA1199	Previous symbol	CEMIP	cell migration inducing protein, hyaluronan binding	HGNC:29213	15q25.1
KIAA1239	Previous symbol	NWD2	NACHT and WD repeat domain containing 2	HGNC:29229	4p14
KIAA1244	Previous symbol	ARFGEF3	ARFGEF family member 3	HGNC:21213	6q23.3
KIAA1267	Previous symbol	KANSL1	KAT8 regulatory NSL complex subunit 1	HGNC:24565	17q21.31
KIAA1274	Previous symbol	PALD1	phosphatase domain containing, paladin 1	HGNC:23530	10q22.2
KIAA1279	Previous symbol	KIF1BP	KIF1 binding protein	HGNC:23419	10q22.1
KIAA1310	Previous symbol	KANSL3	KAT8 regulatory NSL complex subunit 3	HGNC:25473	2q11.2
KIAA1370	Previous symbol	FAM214A	family with sequence similarity 214 member A	HGNC:25609	15q21.2-q21.3
KIAA1377	Previous symbol	CEP126	centrosomal protein 126	HGNC:29264	11q22.2
KIAA1383	Previous symbol	MAP10	microtubule associated protein 10	HGNC:29265	1q42.2
KIAA1407	Previous symbol	CCDC191	coiled-coil domain containing 191	HGNC:29272	3q13.31
KIAA1409	Previous symbol	UNC79	unc-79 homolog (C. elegans)	HGNC:19966	14q32.13
KIAA1430	Previous symbol	CFAP97	cilia and flagella associated protein 97	HGNC:29276	4q35.1
KIAA1432	Previous symbol	RIC1	RIC1 homolog, RAB6A GEF complex partner 1	HGNC:17686	9p24.1
KIAA1467	Previous symbol	FAM234B	family with sequence similarity 234 member B	HGNC:29288	12p13.1
KIAA1486	Previous symbol	NYAP2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2	HGNC:29291	2q36.3
KIAA1529	Previous symbol	CCDC180	coiled-coil domain containing 180	HGNC:29303	9q22.33
KIAA1530	Previous symbol	UVSSA	UV stimulated scaffold protein A	HGNC:29304	4p16.3
KIAA1539	Previous symbol	FAM214B	family with sequence similarity 214 member B	HGNC:25666	9p13.2
KIAA1543	Previous symbol	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	HGNC:29307	19p13.2
KIAA1598	Previous symbol	SHTN1	shootin 1	HGNC:29319	10q26.12
KIAA1609	Previous symbol	TLDC1	TBC/LysM-associated domain containing 1	HGNC:29325	16q24.1
KIAA1632	Previous symbol	EPG5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	HGNC:29331	18q12.3
KIAA1704	Previous symbol	GPALPP1	GPALPP motifs containing 1	HGNC:20298	13q14.12
KIAA1712	Previous symbol	CEP44	centrosomal protein 44	HGNC:29356	4q34
KIAA1731	Previous symbol	CEP295	centrosomal protein 295	HGNC:29366	11q21
KIAA1737	Previous symbol	CIPC	CLOCK-interacting pacemaker	HGNC:20365	14q24.3
KIAA1751	Previous symbol	CFAP74	cilia and flagella associated protein 74	HGNC:29368	1p36.33
KIAA1797	Previous symbol	FOCAD	focadhesin	HGNC:23377	9p21
KIAA1826	Previous symbol	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils	HGNC:29383	11q22
KIAA1919	Previous symbol	MFSD4B	major facilitator superfamily domain containing 4B	HGNC:21053	6q22
KIAA1949	Previous symbol	PPP1R18	protein phosphatase 1 regulatory subunit 18	HGNC:29413	6p21.3
KIAA1967	Previous symbol	CCAR2	cell cycle and apoptosis regulator 2	HGNC:23360	8p22
KIAA1984	Previous symbol	CCDC183	coiled-coil domain containing 183	HGNC:28236	9q34.3
KIAA2018	Previous symbol	USF3	upstream transcription factor family member 3	HGNC:30494	3q13.2
KLHDC5	Previous symbol	KLHL42	kelch like family member 42	HGNC:29252	12p11.22
KLK3	Previous symbol	KLKB1	kallikrein B1	HGNC:6371	4q35
KLRAQ1	Previous symbol	PPP1R21	protein phosphatase 1 regulatory subunit 21	HGNC:30595	2p16.3
KRT6C	Previous symbol	KRT6A	keratin 6A	HGNC:6443	12q13.13
KTELC1	Previous symbol	POGLUT1	protein O-glucosyltransferase 1	HGNC:22954	3q13.33
L3MBTL	Previous symbol	L3MBTL1	l(3)mbt-like 1 (Drosophila)	HGNC:15905	20q13.12
LAMB2	Previous symbol	LAMC1	laminin subunit gamma 1	HGNC:6492	1q31
LASS1	Previous symbol	CERS1	ceramide synthase 1	HGNC:14253	19p12
LASS2	Previous symbol	CERS2	ceramide synthase 2	HGNC:14076	1q21.3
LASS3	Previous symbol	CERS3	ceramide synthase 3	HGNC:23752	15q26.3
LASS4	Previous symbol	CERS4	ceramide synthase 4	HGNC:23747	19p13.2
LASS5	Previous symbol	CERS5	ceramide synthase 5	HGNC:23749	12q13.12
LASS6	Previous symbol	CERS6	ceramide synthase 6	HGNC:23826	2q31
LBXCOR1	Previous symbol	SKOR1	SKI family transcriptional corepressor 1	HGNC:21326	15q23
LEPRE1	Previous symbol	P3H1	prolyl 3-hydroxylase 1	HGNC:19316	1p34.1
LEPREL1	Previous symbol	P3H2	prolyl 3-hydroxylase 2	HGNC:19317	3q29
LEPREL2	Previous symbol	P3H3	prolyl 3-hydroxylase 3	HGNC:19318	12p13.31
LGALS2	Previous symbol	LGALS3	lectin, galactoside binding soluble 3	HGNC:6563	14q22.3
LHFPL4	Previous symbol	LHFPL3	lipoma HMGIC fusion partner-like 3	HGNC:6589	7q22.2
LOH12CR1	Previous symbol	BORCS5	BLOC-1 related complex subunit 5	HGNC:17950	12p12
LPHN1	Previous symbol	ADGRL1	adhesion G protein-coupled receptor L1	HGNC:20973	19p13.2
LPHN2	Previous symbol	ADGRL2	adhesion G protein-coupled receptor L2	HGNC:18582	1p31.1
LPHN3	Previous symbol	ADGRL3	adhesion G protein-coupled receptor L3	HGNC:20974	4q13.1
LRDD	Previous symbol	PIDD1	p53-induced death domain protein 1	HGNC:16491	11p15.5
LRRC33	Previous symbol	NRROS	negative regulator of reactive oxygen species	HGNC:24613	3q29
LRRC48	Previous symbol	DRC3	dynein regulatory complex subunit 3	HGNC:25384	17p11.2
LRRC50	Previous symbol	DNAAF1	dynein (axonemal) assembly factor 1	HGNC:30539	16q24.1
LRRC67	Previous symbol	PPP1R42	protein phosphatase 1 regulatory subunit 42	HGNC:33732	8q13.1-q13.2
LRRN1	Previous symbol	LRCH4	leucine-rich repeats and calponin homology (CH) domain containing 4	HGNC:6691	7q22
LSMD1	Previous symbol	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	HGNC:28212	17p13.1
LTBP2	Previous symbol	LTBP3	latent transforming growth factor beta binding protein 3	HGNC:6716	11q12
LTBP3	Previous symbol	LTBP2	latent transforming growth factor beta binding protein 2	HGNC:6715	14q24.3
LY6G6D	Previous symbol	LY6G6F	lymphocyte antigen 6 complex, locus G6F	HGNC:13933	6p21.33
MAGEE1	Previous symbol	MAGEC2	MAGE family member C2	HGNC:13574	Xq27
MAGI1	Previous symbol	CNKSR3	CNKSR family member 3	HGNC:23034	6q25.2
MAPKSP1	Previous symbol	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	HGNC:15606	4q24-q26
MCART1	Previous symbol	SLC25A51	solute carrier family 25 member 51	HGNC:23323	9p13.3-p12
MCART2	Previous symbol	SLC25A52	solute carrier family 25 member 52	HGNC:23324	18q12.1
MCART6	Previous symbol	SLC25A53	solute carrier family 25 member 53	HGNC:31894	Xq22.2
MCM2	Previous symbol	MCM7	minichromosome maintenance complex component 7	HGNC:6950	7q21.3-q22.1
MEIS3	Previous symbol	MEIS3P1	Meis homeobox 3 pseudogene 1	HGNC:7002	17p12
METT10D	Previous symbol	METTL16	methyltransferase like 16	HGNC:28484	17p13.3
METT11D1	Previous symbol	METTL17	methyltransferase like 17	HGNC:19280	14q11.2
METT5D1	Previous symbol	METTL15	methyltransferase like 15	HGNC:26606	11p14.1
METTL11A	Previous symbol	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	HGNC:23373	9q34.2
MFI2	Previous symbol	MELTF	melanotransferrin	HGNC:7037	3q28-q29
MFSD4	Previous symbol	MFSD4A	major facilitator superfamily domain containing 4A	HGNC:25433	1q32.1
MKI67IP	Previous symbol	NIFK	nucleolar protein interacting with the FHA domain of MKI67	HGNC:17838	2q14.3
MLF1IP	Previous symbol	CENPU	centromere protein U	HGNC:21348	4q35.1
MLL	Previous symbol	KMT2A	lysine methyltransferase 2A	HGNC:7132	11q23
MLL2	Previous symbol	KMT2D	lysine methyltransferase 2D	HGNC:7133	12q13.12
MLL3	Previous symbol	KMT2C	lysine methyltransferase 2C	HGNC:13726	7q36
MLL5	Previous symbol	KMT2E	lysine methyltransferase 2E	HGNC:18541	7q22.1
MMP20	Previous symbol	MMP25	matrix metallopeptidase 25	HGNC:14246	16p13.3
MMP21	Previous symbol	MMP23A	matrix metallopeptidase 23A (pseudogene)	HGNC:7170	1p36.3
MOBKL1A	Previous symbol	MOB1B	MOB kinase activator 1B	HGNC:29801	4q13.3
MOBKL1B	Previous symbol	MOB1A	MOB kinase activator 1A	HGNC:16015	2p13.1
MOBKL2A	Previous symbol	MOB3A	MOB kinase activator 3A	HGNC:29802	19p13.3
MOBKL2B	Previous symbol	MOB3B	MOB kinase activator 3B	HGNC:23825	9p21.1
MOBKL2C	Previous symbol	MOB3C	MOB kinase activator 3C	HGNC:29800	1p34.1
MOBKL3	Previous symbol	MOB4	MOB family member 4, phocein	HGNC:17261	2q33.1
MOSC1	Previous symbol	MARC1	mitochondrial amidoxime reducing component 1	HGNC:26189	1q41
MOSC2	Previous symbol	MARC2	mitochondrial amidoxime reducing component 2	HGNC:26064	1q41
MRC1L1	Previous symbol	MRC1	mannose receptor, C type 1	HGNC:7228	10p13
MRP63	Previous symbol	MRPL57	mitochondrial ribosomal protein L57	HGNC:14514	13q12.11
MS4A8B	Previous symbol	MS4A8	membrane spanning 4-domains A8	HGNC:13380	11q12
MSL3L2	Previous symbol	MSL3P1	male-specific lethal 3 homolog (Drosophila) pseudogene 1	HGNC:17837	2q37.1
MTCP1	Previous symbol	CMC4	C-x(9)-C motif containing 4	HGNC:35428	Xq28
MTCP1NB	Previous symbol	CMC4	C-x(9)-C motif containing 4	HGNC:35428	Xq28
MTERF	Previous symbol	MTERF1	mitochondrial transcription termination factor 1	HGNC:21463	7q21.2
MTERFD1	Previous symbol	MTERF3	mitochondrial transcription termination factor 3	HGNC:24258	8q22.1
MTERFD2	Previous symbol	MTERF4	mitochondrial transcription termination factor 4	HGNC:28785	2q37.3
MTERFD3	Previous symbol	MTERF2	mitochondrial transcription termination factor 2	HGNC:30779	12q24.1
MTMR15	Previous symbol	FAN1	FANCD2/FANCI-associated nuclease 1	HGNC:29170	15q13.3
MTMR8	Previous symbol	MTMR9	myotubularin related protein 9	HGNC:14596	8p23-p22
MTTP	Previous symbol	MT-TP	mitochondrially encoded tRNA proline	HGNC:7494	mitochondria
MUDENG	Previous symbol	AP5M1	adaptor related protein complex 5 mu 1 subunit	HGNC:20192	14q22.2
MUM1	Previous symbol	IRF4	interferon regulatory factor 4	HGNC:6119	6p25.3
MUTED	Previous symbol	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5	HGNC:18561	6p24.3
MYCL1	Previous symbol	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	HGNC:7555	1p34.3
MYST1	Previous symbol	KAT8	lysine acetyltransferase 8	HGNC:17933	16p11.1
MYST2	Previous symbol	KAT7	lysine acetyltransferase 7	HGNC:17016	17q21.32
MYST3	Previous symbol	KAT6A	lysine acetyltransferase 6A	HGNC:13013	8p11
MYST4	Previous symbol	KAT6B	lysine acetyltransferase 6B	HGNC:17582	10q22.2
N6AMT2	Previous symbol	EEF1AKMT1	eukaryotic translation elongation factor 1 alpha lysine methyltransferase 1	HGNC:27351	13q12.11
NAPRT1	Previous symbol	NAPRT	nicotinate phosphoribosyltransferase	HGNC:30450	8q24.3
NARG2	Previous symbol	ICE2	interactor of little elongation complex ELL subunit 2	HGNC:29885	15q22.2
NAT1	Previous symbol	SLC6A2	solute carrier family 6 member 2	HGNC:11048	16q12.2
NAT15	Previous symbol	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	HGNC:25875	16p13.3
NBPF16	Previous symbol	NBPF15	neuroblastoma breakpoint family member 15	HGNC:28791	1q21.1
NDNL2	Previous symbol	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	HGNC:7677	15q13.1
NELF	Previous symbol	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	HGNC:29843	9q34.3
NET1	Previous symbol	SLC6A2	solute carrier family 6 member 2	HGNC:11048	16q12.2
NET1	Previous symbol	SLC6A5	solute carrier family 6 member 5	HGNC:11051	11p15.1
NEURL	Previous symbol	NEURL1	neuralized E3 ubiquitin protein ligase 1	HGNC:7761	10q25.1
NFKBIL2	Previous symbol	TONSL	tonsoku-like, DNA repair protein	HGNC:7801	8q24.3
NGFRAP1	Previous symbol	BEX3	brain expressed X-linked 3	HGNC:13388	Xq22.2
NHEDC1	Previous symbol	SLC9B1	solute carrier family 9 member B1	HGNC:24244	4q24
NHEDC2	Previous symbol	SLC9B2	solute carrier family 9 member B2	HGNC:25143	4q24
NHP2L1	Previous symbol	SNU13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)	HGNC:7819	22q13
NPIP	Previous symbol	NPIPA1	nuclear pore complex interacting protein family member A1	HGNC:7909	16p13.11
NPIPL3	Previous symbol	NPIPB3	nuclear pore complex interacting protein family member B3	HGNC:28989	16p12.2
NRD1	Previous symbol	NRDC	nardilysin convertase	HGNC:7995	1p32.2-p32.1
NT5C3	Previous symbol	NT5C3A	5'-nucleotidase, cytosolic IIIA	HGNC:17820	7p14.3
NT5C3L	Previous symbol	NT5C3B	5'-nucleotidase, cytosolic IIIB	HGNC:28300	17q21.2
NTNG1	Previous symbol	NTNG2	netrin G2	HGNC:14288	9q34
NUPL1	Previous symbol	NUP58	nucleoporin 58kDa	HGNC:20261	13q12.12
OBFC2A	Previous symbol	NABP1	nucleic acid binding protein 1	HGNC:26232	2q32.3
OBFC2B	Previous symbol	NABP2	nucleic acid binding protein 2	HGNC:28412	12q13.3
ODZ1	Previous symbol	TENM1	teneurin transmembrane protein 1	HGNC:8117	Xq25
ODZ2	Previous symbol	TENM2	teneurin transmembrane protein 2	HGNC:29943	5q35
ODZ3	Previous symbol	TENM1	teneurin transmembrane protein 1	HGNC:8117	Xq25
ODZ3	Previous symbol	TENM3	teneurin transmembrane protein 3	HGNC:29944	4q35
ODZ4	Previous symbol	TENM4	teneurin transmembrane protein 4	HGNC:29945	11q13
OR52A4	Previous symbol	OR52A4P	olfactory receptor family 52 subfamily A member 4 pseudogene	HGNC:19579	11p15.4
ORC1L	Previous symbol	ORC1	origin recognition complex subunit 1	HGNC:8487	1p32
ORC2L	Previous symbol	ORC2	origin recognition complex subunit 2	HGNC:8488	2q33
ORC3L	Previous symbol	ORC3	origin recognition complex subunit 3	HGNC:8489	6q
ORC4L	Previous symbol	ORC4	origin recognition complex subunit 4	HGNC:8490	2q22-q23
ORC5L	Previous symbol	ORC5	origin recognition complex subunit 5	HGNC:8491	7q22.1
ORC6L	Previous symbol	ORC6	origin recognition complex subunit 6	HGNC:17151	16q12
OSR1	Previous symbol	OXSR1	oxidative stress responsive 1	HGNC:8508	3p22.2
PBX2	Previous symbol	PBX2P1	pre-B-cell leukemia homeobox 2 pseudogene 1	HGNC:8635	3q24
PCNX	Previous symbol	PCNX1	pecanex homolog 1 (Drosophila)	HGNC:19740	14q24.2
PCNXL2	Previous symbol	PCNX2	pecanex homolog 2 (Drosophila)	HGNC:8736	1q42.2
PCNXL3	Previous symbol	PCNX3	pecanex homolog 3 (Drosophila)	HGNC:18760	11q12.1
PECI	Previous symbol	ECI2	enoyl-CoA delta isomerase 2	HGNC:14601	6p24.3
PET112L	Previous symbol	GATB	glutamyl-tRNA(Gln) amidotransferase, subunit B	HGNC:8849	4q31.3
PHF15	Previous symbol	JADE2	jade family PHD finger 2	HGNC:22984	5q31.2
PHF16	Previous symbol	JADE3	jade family PHD finger 3	HGNC:22982	Xp11.3
PHF17	Previous symbol	JADE1	jade family PHD finger 1	HGNC:30027	4q28.2
PION	Previous symbol	GSAP	gamma-secretase activating protein	HGNC:28042	7q11.23
PKM2	Previous symbol	PKM	pyruvate kinase, muscle	HGNC:9021	15q23
PLAC1L	Previous symbol	OOSP2	oocyte secreted protein 2	HGNC:26699	11q12.1
PLD1	Previous symbol	PRKCSH	protein kinase C substrate 80K-H	HGNC:9411	19p13.2
PLDN	Previous symbol	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6	HGNC:8549	15q21.1
PLEKHA9	Previous symbol	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1	HGNC:30222	12q12
PLK1S1	Previous symbol	KIZ	kizuna centrosomal protein	HGNC:15865	20p11.23
PLUNC	Previous symbol	BPIFA1	BPI fold containing family A member 1	HGNC:15749	20q11.21
PPAP2A	Previous symbol	PLPP1	phospholipid phosphatase 1	HGNC:9228	5q11
PPAP2B	Previous symbol	PLPP3	phospholipid phosphatase 3	HGNC:9229	1p32.2
PPAP2C	Previous symbol	PLPP2	phospholipid phosphatase 2	HGNC:9230	19p13.3
PPAPDC1A	Previous symbol	PLPP4	phospholipid phosphatase 4	HGNC:23531	10q26.13
PPAPDC1B	Previous symbol	PLPP5	phospholipid phosphatase 5	HGNC:25026	8p12
PPAPDC2	Previous symbol	PLPP6	phospholipid phosphatase 6	HGNC:23682	9p24
PPAPDC3	Previous symbol	PLPP7	phospholipid phosphatase 7 (inactive)	HGNC:28174	9q34.2-q34.3
PPIAL4B	Previous symbol	PPIAL4A	peptidylprolyl isomerase A like 4A	HGNC:24369	1p11.2
PPIL5	Previous symbol	LRR1	leucine rich repeat protein 1	HGNC:19742	14q21.3
PPPDE1	Previous symbol	DESI2	desumoylating isopeptidase 2	HGNC:24264	1q44
PPPDE2	Previous symbol	DESI1	desumoylating isopeptidase 1	HGNC:24577	22q13.2
PPYR1	Previous symbol	NPY4R	neuropeptide Y receptor Y4	HGNC:9329	10q11.2
PRAC	Previous symbol	PRAC1	prostate cancer susceptibility candidate 1	HGNC:30591	17q21
PRAMEF21	Previous symbol	PRAMEF20	PRAME family member 20	HGNC:25224	1p36.21
PRHOXNB	Previous symbol	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	HGNC:17785	13q12.2
PRKRIR	Previous symbol	THAP12	THAP domain containing 12	HGNC:9440	11q13.5
